id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,ward_precinct,police_district,license_code,license_description,business_activity_id,business_activity,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
35724-20020816,1256605,32922,1,MINA JAMALI & FOUAD NOWEDAR,VISAGE,749 W IRVING PARK RD 1,CHICAGO,IL,60613,46,15,46-15,19,1010,Limited Business License,,,35724,RENEW,,2002-06-28,2002-08-15,N,2002-08-16,2003-08-15,2002-08-15,2002-08-15,AAI,,18,41.954453314,-87.649607633,"(41.954453314233355, -87.64960763310053)"
29412-20090716,1971604,53408,1,NAE S CHO,YOUNG DISCOUNT STORE,821 E 63RD ST 1ST,CHICAGO,IL,60637,20,5,20-5,3,1010,Limited Business License,,,29412,RENEW,,2009-05-15,2009-07-08,N,2009-07-16,2011-07-15,2009-07-08,2009-07-09,AAI,,,41.780314311,-87.60497611,"(41.78031431145241, -87.60497611028387)"
1616915-20120516,2145057,289116,1,"Billy Goat VI, Inc.",Billy Goat,222 W MERCHANDISE MART PLZ 2,CHICAGO,IL,60654,42,,42-,18,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1616915,RENEW,,2012-03-15,2012-05-14,N,2012-05-16,2014-05-15,2012-05-14,2012-05-15,AAI,,,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)"
2069502-20101203,2069502,358384,1,Reach Creative Inc.,Reach Creative Inc.,14 N PEORIA ST 6TH 6F,CHICAGO,IL,60607,25,1,25-1,12,1010,Limited Business License,,,2069502,ISSUE,,2010-12-02,2010-12-02,N,2010-12-03,2012-12-15,2010-12-02,2010-12-03,AAI,,,41.882172906,-87.649856505,"(41.88217290557743, -87.64985650512665)"
1679936-20060301,1679936,301285,1,JOSE EMILIANO VALDEZ,JOSE EMILIANO VALDEZ,11001 S MACKINAW AVE,CHICAGO,IL,60617,10,46,10-46,4,1431,Junk Peddler,,,1679936,ISSUE,2006-02-22,2006-03-01,2006-03-01,N,2006-03-01,2006-08-15,,2006-03-01,AAI,,,41.69542674,-87.542438905,"(41.695426740318695, -87.54243890537927)"
6339-20180716,2596096,3601,1,AIDA FOOD & LIQUOR,AIDA FOOD & LIQUOR,7923 S HALSTED ST,CHICAGO,IL,60620,17,2,17-2,6,1781,Tobacco,763,Retail Sale of Tobacco,6339,RENEW,,2018-05-15,2018-06-25,N,2018-07-16,2019-07-15,2018-06-25,2018-06-26,AAI,,32,41.749931458,-87.643877125,"(41.749931458226115, -87.643877125327)"
22041-20120216,2131583,85855,1,"GROVE MASONRY MAINTENANCE, INC.","GROVE MASONRY MAINTENANCE, INC.",4234 W 124 PL,ALSIP,IL,60803,,,,,1010,Limited Business License,,,22041,RENEW,,2011-12-15,2012-01-04,N,2012-02-16,2014-02-15,2012-01-04,2012-01-05,AAI,,,,,
1443798-20191216,2695637,23731,3,"PLS CHECK CASHERS OF ILLINOIS, INC.",NEW ADDISON WESTERN CURRENCY,3601 N WESTERN AVE,CHICAGO,IL,60618,47,51,47-51,19,1010,Limited Business License,708,Miscellaneous Commercial Services,1443798,RENEW,,2019-10-15,2019-10-28,N,2019-12-16,2021-12-15,2019-10-28,2019-10-29,AAI,,38,41.9468234,-87.688112634,"(41.94682340031816, -87.688112633821)"
2636148-20191216,2698157,432986,1,JESSICA KING,JESSICA KING,[REDACTED FOR PRIVACY],CHICAGO,IL,60610,43,28,43-28,18,7009,Pharmaceutical Representative,990,Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year,2636148,RENEW,,2019-10-15,2019-12-09,N,2019-12-16,2020-12-15,2019-12-09,2019-12-10,AAI,,,,,
2004228-20200316,2710891,347006,1,IMPERIAL JEWELRY CO.,IMPERIAL JEWELRY CO.,1 N WABASH AVE 1ST B5,CHICAGO,IL,60602,42,9,42-9,1,1683,Secondhand Dealer,624,Buying and Reselling of Used Valuable Objects,2004228,RENEW,,2020-01-15,2020-02-03,N,2020-03-16,2022-03-15,2020-02-03,2020-02-04,AAI,,,41.882139431,-87.62606961,"(41.88213943091064, -87.62606960954469)"
1043792-20060816,1729021,89425,1,ST. AUGUSTINE COLLEGE,ST AUGUSTINE COLLEGE CANILLITA,1333 W ARGYLE ST GROUND,CHICAGO,IL,60640,47,2,47-2,20,1587,Night Care Privilege,,,1043792,RENEW,,2006-06-21,,N,2006-08-16,2007-08-15,2006-10-13,2007-01-05,AAI,,31,41.972505056,-87.663536636,"(41.97250505625872, -87.66353663585565)"
1422474-20040216,1469188,267611,1,RONNIE MCKAY,IN HIS IMAGE,1831 S CUYLER AVE,BERWYN,IL,60402,,,,,1010,Limited Business License,,,1422474,RENEW,,2003-12-15,2004-03-12,N,2004-02-16,2005-02-15,2003-12-22,2004-03-15,AAI,,38,41.955034524,-87.675444549,"(41.95503452350803, -87.67544454861209)"
1221613-20020109,1221613,211365,3,IDEA FURNITURE CO,IDEA FURNITURE CO.,6545 W IRVING PARK RD,CHICAGO,IL,60634,38,8,38-8,16,1010,Limited Business License,,,1221613,ISSUE,2002-01-07,2002-01-07,2002-01-07,N,2002-01-09,2003-02-15,2002-01-09,2002-01-10,AAI,,,41.952733628,-87.790794549,"(41.95273362771231, -87.79079454940373)"
4126-20040216,1460399,85344,4,"SCALA PACKING COMPANY, INC.","SCALA PACKING COMPANY, INC.",701 N ORLEANS ST 1ST,CHICAGO,IL,60610,42,68,42-68,18,1007,Wholesale Food Establishment,864,Wholesale Food Sales,4126,RENEW,,2003-12-15,2004-01-23,N,2004-02-16,2005-02-15,2003-12-22,2004-01-26,AAI,,,41.894795613,-87.636980841,"(41.89479561310503, -87.63698084090001)"
2208068-20121229,2208068,338932,1,RAJI ROSS,SKIN PASSION TATTOOS,2523 W 63RD ST 1ST,CHICAGO,IL,60629,16,30,16-30,8,4404,Regulated Business License,143,Engage in Body Piercing,2208068,ISSUE,,,,N,2012-12-29,2013-10-15,,2012-12-29,AAI,,3,41.779098424,-87.687150945,"(41.77909842422025, -87.68715094490803)"
2158543-20120614,2158543,373164,1,"Mega Wireless, Inc.",world communications,4312 S ARCHER AVE 1,CHICAGO,IL,60632,15,,15-,,1010,Limited Business License,922,Retail Sales of Cell Phones and Accessories,2158543,ISSUE,,2012-06-13,2012-06-13,N,2012-06-14,2014-06-15,2012-06-13,2012-06-14,AAI,,39,41.815204652,-87.702661489,"(41.815204652372756, -87.70266148941822)"
2003665-20091102,2003665,348506,1,"LUP Maintenance, LLC",LUP MAINTENANCE,5329 S DREXEL AVE FIRST,CHICAGO,IL,60615,5,13,5-13,2,1012,Home Occupation,,,2003665,ISSUE,,2009-10-30,2009-10-30,N,2009-11-02,2010-06-15,2009-10-30,2009-11-02,AAI,,,41.798444203,-87.603751832,"(41.798444203036276, -87.60375183222752)"
24203-20021116,1285656,29983,1,AS TIME GOES BY II LIMITED,AS TIME GOES BY II LTD.,7706 W BELMONT AVE,CHICAGO,IL,60634,38,40,38-40,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,24203,RENEW,2002-09-24,2002-11-13,2002-11-13,N,2002-11-16,2003-05-15,2002-11-13,2002-11-14,AAI,,,41.937994149,-87.819283117,"(41.9379941491104, -87.81928311687304)"
1959504-20150416,2383374,339348,1,"2566, LLC",PROST,2566-2568 N LINCOLN AVE,CHICAGO,IL,60614,43,2,43-2,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1959504,RENEW,,2015-02-15,2015-03-13,N,2015-04-16,2017-04-15,2015-03-13,2015-03-13,AAI,,35,41.928500291,-87.653255497,"(41.92850029072187, -87.65325549698737)"
2418831-20150908,2418831,400303,1,CIRCLE S MART INC.,CIRCLE S MART INC,4757 W NORTH AVE GROUND,CHICAGO,IL,60639,37,43,37-43,25,1781,Tobacco,937,Retail Sales of Tobacco and Flavored Tobacco Products,2418831,ISSUE,2015-07-31,2015-08-20,2015-08-20,N,2015-09-08,2017-09-15,2015-09-04,2015-09-08,AAI,,,41.909517975,-87.745960444,"(41.90951797458068, -87.7459604441106)"
1045521-20090316,1949266,8107,16,"HDS Retail North America, LP",EASTERN LOBBY SHOPS #3288-WATER TOWER PLACE,845 N MICHIGAN AVE,CHICAGO,IL,60611,2,37,2-37,18,1781,Tobacco,763,Retail Sale of Tobacco,1045521,RENEW,,2009-01-15,2009-02-25,N,2009-03-16,2011-03-15,2009-02-25,2009-03-20,AAI,,,41.898079921,-87.623945706,"(41.898079920503314, -87.6239457056618)"
2637225-20181214,2637225,454931,1,"MV WAV SERVICES, INC.","MV WAV SERVICES, INC.",4400 W 45TH ST 1,CHICAGO,IL,60632,14,2,14-2,8,1010,Limited Business License,602,Administrative Commercial Office,2637225,ISSUE,2018-12-11,2018-12-14,2018-12-14,N,2018-12-14,2020-12-15,2018-12-14,2018-12-14,AAI,,,41.811512877,-87.733582684,"(41.81151287736942, -87.73358268378989)"
1594936-20050608,1594936,291021,1,ICE SHIELD LLC,COLD STONE CREAMERY,2306 W 95TH ST,CHICAGO,IL,60643,19,5,19-5,22,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1594936,ISSUE,2005-05-04,2005-05-24,2005-05-24,N,2005-06-08,2005-08-15,2005-06-07,2005-06-08,AAI,,4,41.721080594,-87.679961647,"(41.72108059405499, -87.67996164669555)"
69861-20060816,1729002,89283,1,CHONG DAE LEE,GOLDMINE JEWELRY,5220 S PULASKI RD MALL,CHICAGO,IL,60632,23,6,23-6,8,1010,Limited Business License,,,69861,RENEW,,2006-06-21,2006-07-24,N,2006-08-16,2007-08-15,2006-07-25,2006-07-26,AAI,,,,,
2293612-20140509,2293612,378110,2,"DONERMEN, LLC",DONERMEN,2044 1/2 N ALBANY AVE 3W,CHICAGO,IL,60647,32,22,32-22,14,8344,Shared Kitchen User,804,Shared Kitchen User - Long Term,2293612,ISSUE,2013-10-25,2014-05-09,2014-05-09,N,2014-05-09,2016-05-15,,2014-05-09,AAI,,,41.91871288,-87.705397091,"(41.91871288029223, -87.70539709115508)"
12910-20011116,1189215,85636,2,CALCO PLATING INC,CALCO PLATING INC,414 N WOOD ST,CHICAGO,IL,60622,27,27,27-27,12,1008,Hazardous Materials,,,12910,RENEW,,2001-10-03,2002-01-08,N,2001-11-16,2002-11-15,2002-01-08,2002-01-09,AAI,,,41.88927034,-87.672122128,"(41.889270340465316, -87.67212212845055)"
1122989-20050816,1600085,9961,2,CAROLE ROBERTSON CENTER FOR LEARNING,Carole Robertson Center for Learning,2929 W 19TH ST,CHICAGO,IL,60623,24,53,24-53,10,1585,Day Care Center Under 2 Years,,,1122989,RENEW,,2005-06-21,2005-08-15,N,2005-08-16,2006-08-15,2005-11-02,2005-11-03,AAI,,,41.855378986,-87.70040522,"(41.855378986280684, -87.70040521997677)"
1622698-20060516,1694003,295968,1,"ALASKA SHOP OF LAKE FOREST, INC.",ALASKA SHOP,104 E OAK ST BSMT,CHICAGO,IL,60611,42,24,42-24,18,1010,Limited Business License,,,1622698,RENEW,,2006-03-27,2006-05-30,N,2006-05-16,2007-05-15,2006-05-30,2006-05-31,AAI,,,41.90090405,-87.625460722,"(41.90090405022164, -87.625460721597)"
1927289-20140216,2301067,229656,1,SHIVAM BHOLE CORPORATION,1400 MARKET PLACE,1400 N LAKE SHORE DR 1ST CU-1L,CHICAGO,IL,60610,43,18,43-18,18,1474,Package Goods,774,Retail Sales of Packaged Liquor,1927289,RENEW,,2013-12-15,2014-02-03,N,2014-02-16,2016-02-15,2014-02-03,2014-02-04,AAI,,,41.907909467,-87.625945778,"(41.90790946673667, -87.62594577820322)"
2696-20030816,1362330,24537,1,"FRANK BOMBEN, JOANNE BOMBEN, & MIRELLA PINTO",NICOLOSI DRY CLNR,7532 N MILWAUKEE AVE 1ST,CHICAGO,IL,60631,41,1,41-1,16,1010,Limited Business License,,,2696,RENEW,,2003-06-24,2003-07-25,N,2003-08-16,2004-08-15,2003-07-25,2003-07-28,AAI,,,42.01798908,-87.806897438,"(42.01798908038859, -87.80689743812405)"
1573717-20101016,2052281,286409,5,ERG FINANCIAL CORPORATION,INSTANT TAX SERVICE,2227 E 79TH ST 1,CHICAGO,IL,60649,7,51,7-51,4,1010,Limited Business License,,,1573717,RENEW,,2010-08-16,2010-12-01,N,2010-10-16,2012-10-15,2010-12-01,2010-12-01,AAI,,49,41.751573266,-87.569944899,"(41.75157326615578, -87.5699448987412)"
1772308-20080816,1910677,4076,6,ALEJANDRO PALOMINO-HERNANDEZ,SUPERMERCADO ALEX,4134 W 31ST ST,CHICAGO,IL,60623,22,27,22-27,10,1781,Tobacco,763,Retail Sale of Tobacco,1772308,RENEW,,2008-06-16,2008-08-29,N,2008-08-16,2010-08-15,2008-08-29,2009-02-04,AAI,,,41.836947238,-87.728142363,"(41.83694723806809, -87.72814236323782)"
1144773-20020216,1219260,215631,1,PEDRO ARCE,PEDRO ARCE,1839 N KOSTNER AVE 2,CHICAGO,IL,60639,35,39,35-39,25,1604,"Peddler, non-food",,,1144773,RENEW,,2001-12-21,2002-02-07,N,2002-02-16,2003-02-15,,2003-03-19,AAI,,,41.914596396,-87.736108349,"(41.91459639590884, -87.73610834927159)"
24887-20070516,1808324,30160,1,JANICE A MILTON,CHLON OF CHICAGO HAIR DESIGN,55 E WASHINGTON ST IST,CHICAGO,IL,60602,42,9,42-9,1,1010,Limited Business License,,,24887,RENEW,,2007-03-23,2007-05-08,N,2007-05-16,2008-03-15,2007-05-08,2007-05-09,AAI,,,41.883111687,-87.625850989,"(41.88311168664746, -87.62585098919836)"
1246039-20021031,1246039,5071,2,CROWN TRAILER CO.,Crown Trailer Co.,813 W 23RD ST,CHICAGO,IL,60608,25,12,25-12,12,1010,Limited Business License,,,1246039,ISSUE,2002-05-07,2002-09-26,2002-09-26,N,2002-10-31,2003-02-15,2002-10-31,2002-10-31,AAI,,,41.850697982,-87.646902912,"(41.85069798238811, -87.64690291200324)"
12755-20050216,1553163,23717,1,"ABBEY PUB, INC.",ABBEY PUB,3420 W GRACE ST,CHICAGO,IL,60618,35,26,35-26,17,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,12755,RENEW,,2004-12-20,2005-01-28,N,2005-02-16,2006-02-15,2005-01-28,2005-01-31,AAI,,,41.950312095,-87.713785897,"(41.95031209480301, -87.71378589700304)"
1921845-20081116,1931817,333470,1,IDC GREEN SOLUTIONS LLC,IDC GREEN SOLUTIONS,255 W ILLINOIS ST 2ND FL 250,CHICAGO,IL,60610,42,14,42-14,18,1010,Limited Business License,,,1921845,RENEW,,2008-09-15,2008-11-06,N,2008-11-16,2010-11-15,2008-11-06,2008-11-07,AAI,,,41.890656797,-87.635476681,"(41.89065679678138, -87.63547668072063)"
1299918-20130916,2273990,254104,1,MARILYN ELDRIDGE,THE PIT STOP,65 W 103RD ST,CHICAGO,IL,60628,34,18,34-18,5,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1299918,RENEW,,2013-07-15,2013-09-03,N,2013-09-16,2015-09-15,2013-09-03,2013-09-04,AAI,,41,41.707022296,-87.625984716,"(41.70702229577136, -87.62598471578305)"
2062-20090616,1966464,62549,1,"Mas Food And Liquor Mart, Inc.",F & G LIQUOR AND FOOD MART,6257 S WESTERN AVE 1ST,CHICAGO,IL,60636,16,33,16-33,8,1781,Tobacco,763,Retail Sale of Tobacco,2062,RENEW,,2009-04-15,2009-06-01,N,2009-06-16,2011-06-15,2009-06-01,2009-06-01,AAI,,3,41.77936725,-87.683497417,"(41.7793672500998, -87.68349741716884)"
1092043-20040216,1413992,34110,1,"GLASCOTT'S GROGGERY, INC.",GLASCOTT'S GROGGERY,2158 N HALSTED ST 1ST,CHICAGO,IL,60614,43,41,43-41,18,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1092043,RENEW,,2003-12-15,2004-01-26,N,2004-02-16,2004-05-15,2003-12-22,2004-02-11,AAI,,,41.921723647,-87.64877701,"(41.92172364683801, -87.64877700980905)"
1695286-20140216,2301585,299710,11,"HIGHLAND PARK CVS, L.L.C.",CVS/ PHARMACY #8732,2053 N MILWAUKEE AVE,CHICAGO,IL,60647,1,20,1-20,14,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1695286,RENEW,,2013-12-15,2014-01-13,N,2014-02-16,2016-02-15,2014-01-13,2014-01-17,AAI,,,41.918629409,-87.690123023,"(41.918629408691885, -87.69012302262763)"
1596541-20050816,1613491,273524,2,ARACELI CANO,IDFX DESIGN,2420 N CICERO AVE 1ST,CHICAGO,IL,60639,31,23,31-23,25,1010,Limited Business License,,,1596541,RENEW,,2005-06-21,2005-07-08,N,2005-08-16,2006-08-15,2005-07-08,2005-07-11,AAI,,,41.924887928,-87.746469583,"(41.924887927796554, -87.74646958281694)"
1222457-20030216,1307943,10680,2,MCGRATH & MARCHESCHI,"MCGRATH & MARCHESCHI, INC",479 S OAK ST,ITASCA,IL,60143,,,,,1010,Limited Business License,,,1222457,RENEW,,2002-12-17,2003-02-03,N,2003-02-16,2004-02-15,2003-02-03,2003-02-04,AAI,,,,,
2153503-20120613,2153503,372279,1,MONTPARNASSE 56 CHICAGO LLC,360 CHICAGO,875 N MICHIGAN AVE 94,CHICAGO,IL,60611,2,43,2-43,18,1010,Limited Business License,,,2153503,ISSUE,2012-05-10,2012-06-13,2012-06-13,N,2012-06-13,2014-06-15,2012-06-13,2012-06-13,AAC,2012-12-29,,41.898948542,-87.623974988,"(41.898948541729865, -87.62397498768968)"
1354487-20030501,1354487,26579,3,KWANG S CHUNG,MICHAEL'S CHOICE,1709 W CHICAGO AVE,CHICAGO,IL,60622,1,23,1-23,12,1010,Limited Business License,,,1354487,C_LOC,2003-04-30,2003-04-30,2003-04-30,N,2003-05-01,2003-11-15,2003-04-30,2003-05-01,AAI,,29,41.895917066,-87.670102122,"(41.89591706642979, -87.67010212238176)"
1122044-20060216,1654431,21926,3,PURODAR INC,DUNKIN DONUTS/ BASKIN ROBBINS,5650 W FULLERTON AVE,CHICAGO,IL,60639,30,17,30-17,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1122044,RENEW,,2005-12-21,2006-02-23,N,2006-02-16,2007-02-15,2006-02-23,2006-02-24,AAI,,,41.924058532,-87.768051552,"(41.92405853198046, -87.7680515516238)"
1933462-20120516,2145649,337636,1,"DIRTY MARTINI, LLC",COCO CHAMPAGNE & LOUNGE,23 W HUBBARD ST 1ST,CHICAGO,IL,60654,42,55,42-55,18,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1933462,RENEW,,2012-03-15,2012-07-13,N,2012-05-16,2014-05-15,2012-07-13,2012-07-13,AAI,,,41.889941293,-87.628876355,"(41.889941292993925, -87.62887635482356)"
13565-20020816,1260381,51418,1,VEGA'S CLOTHING INC,ANEL BOUTIQUE,3918 W 26TH ST 1ST,CHICAGO,IL,60623,22,4,22-4,10,1010,Limited Business License,,,13565,RENEW,,2002-06-28,2002-07-23,N,2002-08-16,2003-08-15,2002-07-23,2002-07-24,AAI,,25,41.844383708,-87.722998011,"(41.84438370826949, -87.72299801095104)"
58763-20001116,1356393,89158,1,THE CATHOLIC BISHOP OF CHICAGO,ST JOSEPH SEMINARY,6551 N SHERIDAN RD 1ST,CHICAGO,IL,60626,49,21,49-21,24,1625,Raffles,720,Not-For-Profit Selling Raffles for Prizes of $50 or More,58763,RENEW,,2003-05-22,2003-06-13,N,2000-11-16,2001-11-15,,2003-05-22,AAI,,54,42.001634074,-87.660601432,"(42.0016340738147, -87.66060143182571)"
1843978-20070808,1843978,320776,1,"TRIPLE AAA WIRELESS, INC.",QUICKCOM,5402 W MADISON ST 1ST,CHICAGO,IL,60644,29,49,29-49,15,1010,Limited Business License,,,1843978,ISSUE,2007-07-31,2007-08-07,2007-08-07,N,2007-08-08,2009-05-15,2007-08-07,2007-08-08,AAC,2008-04-01,,41.880415763,-87.760278515,"(41.88041576281324, -87.76027851465174)"
1247969-20040816,1509748,248053,1,PATRICIA BRITO,PATRICIA BRITO,2852 W 21ST PL 1,CHICAGO,IL,60623,12,7,12-7,10,1012,Home Occupation,,,1247969,RENEW,,2004-06-30,2004-07-16,N,2004-08-16,2005-08-15,2004-07-16,2004-07-19,AAI,,,41.85289314,-87.697499975,"(41.852893139879356, -87.69749997541872)"
2204949-20130216,2223257,44734,1,GLORIA R SMITH,FINANCIAL GROVE FINANCIAL PLAN,2825 N PINE GROVE AVE 1ST,CHICAGO,IL,60657,44,8,44-8,19,4404,Regulated Business License,724,Other Home Based Businesses,2204949,RENEW,,2013-01-16,2013-02-13,N,2013-02-16,2015-02-15,2013-02-13,2013-02-14,AAI,,8,41.933618125,-87.641222125,"(41.9336181249576, -87.64122212481904)"
1000686-20070816,1830725,57945,3,STYLING STUDIO INC,Styling Studio II,1518 S WABASH AVE 1-N,CHICAGO,IL,60605,3,63,3-63,1,1010,Limited Business License,,,1000686,RENEW,,2007-06-21,2007-08-02,N,2007-08-16,2008-10-15,2007-08-02,2007-08-03,AAI,,,41.861372981,-87.625837172,"(41.86137298149435, -87.6258371724536)"
2233087-20130529,2233087,376739,1,W.P. STONES LLC,OLD FIFTH,1027 W MADISON ST 1ST 1E,CHICAGO,IL,60607,25,16,25-16,12,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,2233087,ISSUE,2013-02-20,2013-03-28,2013-03-12,Y,2013-05-29,2015-06-15,2013-05-29,2013-05-29,AAI,,,41.881571094,-87.653132845,"(41.881571094035266, -87.65313284498924)"
1167772-20090316,1951430,217528,1,LAKESHORE ATHLETIC CLUB STREETERVILLE LLC,LAKESHORE ATHLETIC CLUB STREETERVILLE LLC,333 E ONTARIO ST 1ST,CHICAGO,IL,60611,42,2,42-2,18,1010,Limited Business License,,,1167772,RENEW,,2009-01-15,2009-03-30,N,2009-03-16,2011-03-15,2009-03-30,2009-03-31,AAC,2011-03-03,,41.893321189,-87.618967189,"(41.89332118867334, -87.61896718885811)"
2064497-20101028,2064497,357533,1,Sailfish Automotive,Tuffy Automotive,4158 -4168 N MILWAUKEE AVE 1,CHICAGO,IL,60641,45,,45-,,1569,Motor Vehicle Repair : Engine Only (Class II),,,2064497,ISSUE,,2010-10-22,2010-10-22,N,2010-10-28,2012-11-15,2010-10-22,2010-10-28,AAI,,28,41.956668204,-87.751220364,"(41.95666820403549, -87.7512203636479)"
1169801-20030216,1308075,11539,6,"PIONEER PARKING, INC.",PIONEER PARKING INC,3550 N LAKE SHORE DR,CHICAGO,IL,60657,46,36,46-36,19,1003,Commercial Garage,725,Provide Parking Spaces For a Fee - Available and Advertised to the Public,1169801,RENEW,,2002-12-17,2003-01-07,N,2003-02-16,2004-02-15,2003-01-07,2003-01-07,AAI,,,41.948130464,-87.643323857,"(41.94813046439078, -87.64332385698383)"
1271753-20040816,1509934,250855,1,XUAN ZHONG WU,TAI HO YEE FOOD CO,2422 S WENTWORTH AVE,CHICAGO,IL,60616,25,14,25-14,9,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1271753,RENEW,,2004-06-30,2004-08-16,N,2004-08-16,2005-08-15,2004-08-16,2004-08-18,AAI,,,41.848422876,-87.632044664,"(41.848422876127636, -87.63204466360924)"
2604-20090116,1939212,2744,1,PRIMROSE CANDY CO,PRIMROSE CANDY CO,4111 W PARKER AVE,CHICAGO,IL,60639,31,13,31-13,25,1008,Hazardous Materials,,,2604,RENEW,,2008-11-14,2009-01-13,N,2009-01-16,2011-01-15,2009-01-13,2009-01-14,AAI,,,41.93072731,-87.729852786,"(41.930727309734344, -87.72985278609235)"
5421-20020216,1203093,25140,1,ALWARD MANUFACTURING CORP,ALWARD MANUFACTURING CORP,4632 W LAWRENCE AVE 1ST,CHICAGO,IL,60630,39,11,39-11,17,1009,Manufacturing Establishments,,,5421,RENEW,,2001-12-20,2002-01-14,N,2002-02-16,2003-02-15,2002-01-14,2002-01-15,AAI,,,41.96817661,-87.744277539,"(41.96817660975806, -87.74427753936494)"
84672-20020216,1213692,65679,2,NPRAYOSHA TRADING INC,DHAN GAYATRI TRADING INC,2557 W DEVON AVE 1ST,CHICAGO,IL,60659,50,43,50-43,24,1010,Limited Business License,,,84672,RENEW,,2001-12-20,2002-02-14,N,2002-02-16,2003-02-15,2002-02-14,2002-02-15,AAI,,43,41.997539508,-87.694615062,"(41.99753950771954, -87.69461506221796)"
2109879-20190916,2679022,46666,2,PROGRAM METAL MAINTENANCE INC,"PROGRAM METAL MAINTENANCE INC.A/K/A, SERVICE ONE ACCESS INC. & SERVICE METAL INC.",2850 W FULTON ST,CHICAGO,IL,60612,27,36,27-36,12,1010,Limited Business License,,,2109879,RENEW,,2019-07-15,2019-07-29,N,2019-09-16,2021-09-15,2019-07-29,2019-07-30,AAI,,,41.886625098,-87.698346273,"(41.88662509779518, -87.69834627310135)"
79594-20030216,1310306,23274,1,FATTOUSH INC,MAZA,2748 N LINCOLN AVE,CHICAGO,IL,60614,43,32,43-32,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,79594,RENEW,,2002-12-17,2003-01-23,N,2003-02-16,2004-02-15,2003-03-12,2003-03-12,AAI,,35,41.931663209,-87.65766949,"(41.93166320927571, -87.65766949014623)"
44164-20070216,1779433,35352,1,RIVERWEST HAND CAR WASH,RIVERWEST HAND CAR WASH,478 N MILWAUKEE AVE 1,CHICAGO,IL,60654,27,11,27-11,12,1010,Limited Business License,,,44164,RENEW,,2006-12-20,2007-01-25,N,2007-02-16,2008-02-15,2007-01-25,2007-01-26,AAI,,,41.890592502,-87.646895229,"(41.89059250163437, -87.64689522918009)"
27360-20020516,1233945,11293,1,LUCKY 7 FOOD INC,LUCKY 7 FOOD INC,3635 W ARMITAGE AVE,CHICAGO,IL,60647,26,15,26-15,25,1474,Package Goods,774,Retail Sales of Packaged Liquor,27360,RENEW,2002-03-27,2002-04-30,2002-04-30,N,2002-05-16,2002-11-15,2002-04-30,2002-05-01,AAI,,,41.917155379,-87.718210254,"(41.91715537869547, -87.71821025412196)"
1303522-20040216,1465927,255271,1,AIRPORT PARKING EXPRESS CO.,AIRPORT PARKING,4832 - 34 W 47TH ST,CHICAGO,IL,60638,22,35,22-35,8,1003,Commercial Garage,725,Provide Parking Spaces For a Fee - Available and Advertised to the Public,1303522,RENEW,,2003-12-15,2004-02-13,N,2004-02-16,2005-02-15,2003-12-22,2004-02-17,AAI,,,41.80771214,-87.744439515,"(41.80771214039897, -87.74443951507291)"
59487-20070516,1807238,18872,1,"CARMICHAEL'S STEAK HOUSE, LP.",CARMICHAEL'S CHICAGO STEAK HSE,1052 W MONROE ST 1ST,CHICAGO,IL,60607,25,16,25-16,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,59487,RENEW,,2007-03-23,2007-05-10,N,2007-05-16,2008-05-15,2007-05-10,2007-05-11,AAI,,,41.880486263,-87.65407836,"(41.880486262799224, -87.65407835993324)"
